"YR","RD","Player.Name","TM","OPP","K","M","H","G","B","HO","T","CLG","FF","FA","TOG","Ground","MB","DS","Score","Margin","Total"
"2018","2","Cotchin, Trent","RICH","ADEL","9","1","8","0","0","0","9","4","0","2","81","Adelaide Oval","71","76",82,-36,200
"2018","2","Edwards, Shane","RICH","ADEL","8","0","11","1","1","0","6","3","0","2","72","Adelaide Oval","68","71",82,-36,200
"2018","2","Ellis, Brandon","RICH","ADEL","13","0","3","0","0","0","1","2","1","0","92","Adelaide Oval","46","50",82,-36,200
"2018","2","Ellis, Corey","RICH","ADEL","3","2","8","0","0","0","1","1","0","1","73","Adelaide Oval","34","32",82,-36,200
"2018","2","Graham, Jack","RICH","ADEL","8","1","1","0","0","0","6","3","1","2","61","Adelaide Oval","48","48",82,-36,200
"2018","2","Grigg, Shaun","RICH","ADEL","10","4","5","0","0","0","1","1","0","0","82","Adelaide Oval","57","56",82,-36,200
"2018","2","Grimes, Dylan","RICH","ADEL","3","0","6","0","0","0","3","1","1","0","80","Adelaide Oval","33","34",82,-36,200
"2018","2","Houli, Bachar","RICH","ADEL","9","2","8","0","0","0","0","4","0","0","74","Adelaide Oval","39","49",82,-36,200
"2018","2","Lambert, Kane","RICH","ADEL","4","3","11","1","1","0","3","4","0","2","81","Adelaide Oval","53","56",82,-36,200
"2018","2","Martin, Dustin","RICH","ADEL","19","3","6","5","0","0","7","4","0","3","86","Adelaide Oval","127","127",82,-36,200
"2018","2","McIntosh, Kamdyn","RICH","ADEL","7","0","2","0","0","0","2","5","0","2","80","Adelaide Oval","18","27",82,-36,200
"2018","2","Nankervis, Toby","RICH","ADEL","7","3","11","0","0","25","8","5","1","4","84","Adelaide Oval","100","98",82,-36,200
"2018","2","Rance, Alex","RICH","ADEL","8","7","11","0","0","0","2","6","1","4","94","Adelaide Oval","67","64",82,-36,200
"2018","2","Riewoldt, Jack","RICH","ADEL","10","5","3","0","1","1","2","3","2","1","96","Adelaide Oval","63","60",82,-36,200
"2018","2","Short, Jayden","RICH","ADEL","13","3","4","0","1","0","4","2","1","1","85","Adelaide Oval","73","71",82,-36,200
"2018","2","Townsend, Jacob","RICH","ADEL","3","1","2","1","0","0","3","1","1","1","72","Adelaide Oval","35","32",82,-36,200
"2018","2","Anderson, Jed","NMFC","STK","11","1","5","1","1","0","5","2","3","0","73","Etihad Stadium","77","76",95,52,138
"2018","2","Atley, Shaun","NMFC","STK","8","1","9","0","3","0","3","1","2","1","80","Etihad Stadium","64","59",95,52,138
"2018","2","Brown, Ben","NMFC","STK","8","3","3","6","1","8","1","1","1","0","94","Etihad Stadium","91","89",95,52,138
"2018","2","Clarke, Ryan","NMFC","STK","5","2","2","0","0","0","0","2","1","1","79","Etihad Stadium","24","23",95,52,138
"2018","2","Cunnington, Ben","NMFC","STK","11","4","10","1","0","0","1","3","2","2","71","Etihad Stadium","76","71",95,52,138
"2018","2","Davies-Uniacke, Luke","NMFC","STK","7","3","9","0","0","0","5","1","2","0","66","Etihad Stadium","74","70",95,52,138
"2018","2","Dumont, Trent","NMFC","STK","8","3","9","0","1","0","4","3","1","1","75","Etihad Stadium","65","66",95,52,138
"2018","2","Goldstein, Todd","NMFC","STK","7","6","9","0","1","38","5","1","1","0","86","Etihad Stadium","122","117",95,52,138
"2018","2","Hartung, Billy","NMFC","STK","16","9","8","1","1","0","2","3","1","0","84","Etihad Stadium","109","107",95,52,138
"2018","2","Higgins, Shaun","NMFC","STK","18","2","6","0","2","0","5","4","1","3","84","Etihad Stadium","87","86",95,52,138
"2018","2","Hrovat, Nathan","NMFC","STK","7","2","14","1","1","0","0","4","0","1","83","Etihad Stadium","52","59",95,52,138
"2018","2","Jacobs, Ben","NMFC","STK","11","4","7","1","0","0","10","0","2","0","78","Etihad Stadium","115","107",95,52,138
"2018","2","Macmillan, Jamie","NMFC","STK","10","4","5","0","0","0","1","3","2","0","90","Etihad Stadium","57","58",95,52,138
"2018","2","McDonald, Luke","NMFC","STK","15","8","4","0","1","0","2","2","0","1","86","Etihad Stadium","88","83",95,52,138
"2018","2","Simpkin, Jy","NMFC","STK","11","5","4","0","1","0","3","5","0","1","67","Etihad Stadium","59","66",95,52,138
"2018","2","Tarrant, Robbie","NMFC","STK","12","6","6","0","0","0","0","7","0","2","93","Etihad Stadium","51","60",95,52,138
"2018","2","Thompson, Scott","NMFC","STK","9","6","3","0","0","0","3","2","1","0","92","Etihad Stadium","66","64",95,52,138
"2018","2","Turner, Kayne","NMFC","STK","5","4","6","1","0","0","2","1","1","1","84","Etihad Stadium","57","51",95,52,138
"2018","2","Vickers-Willis, Ed","NMFC","STK","3","3","3","0","0","0","3","0","0","0","90","Etihad Stadium","39","36",95,52,138
"2018","2","Waite, Jarrad","NMFC","STK","21","13","3","1","2","5","6","4","1","0","85","Etihad Stadium","149","146",95,52,138
"2018","2","Williams, Marley","NMFC","STK","7","3","7","0","0","0","0","3","0","1","78","Etihad Stadium","38","41",95,52,138
"2018","2","Ziebell, Jack","NMFC","STK","12","8","10","0","1","0","4","4","1","1","82","Etihad Stadium","96","95",95,52,138
"2018","2","Acres, Blake","STK","NMFC","11","4","10","1","0","2","7","6","0","3","89","Etihad Stadium","87","92",43,-52,138
"2018","2","Armitage, David","STK","NMFC","11","5","16","0","1","0","2","2","1","0","71","Etihad Stadium","91","90",43,-52,138
"2018","2","Billings, Jack","STK","NMFC","10","3","13","0","0","0","2","4","1","1","84","Etihad Stadium","67","71",43,-52,138
"2018","2","Brown, Nathan","STK","NMFC","3","2","3","0","0","0","3","3","0","2","86","Etihad Stadium","26","27",43,-52,138
"2018","2","Bruce, Josh","STK","NMFC","5","1","8","0","0","1","5","1","3","0","88","Etihad Stadium","62","58",43,-52,138
"2018","2","Carlisle, Jake","STK","NMFC","12","11","5","1","0","0","2","3","0","0","93","Etihad Stadium","95","93",43,-52,138
"2018","2","Clark, Hunter","STK","NMFC","3","1","4","0","1","0","4","3","0","3","66","Etihad Stadium","29","28",43,-52,138
"2018","2","Geary, Jarryn","STK","NMFC","8","6","17","0","0","0","4","1","2","0","89","Etihad Stadium","101","94",43,-52,138
"2018","2","Gresham, Jade","STK","NMFC","8","4","11","1","0","0","3","2","1","0","89","Etihad Stadium","77","77",43,-52,138
"2018","2","Long, Ben","STK","NMFC","5","2","3","0","2","0","1","2","0","1","89","Etihad Stadium","29","30",43,-52,138
"2018","2","Longer, Billy","STK","NMFC","1","0","0","0","0","16","2","1","0","1","51","Etihad Stadium","24","24",43,-52,138
"2018","2","McCartin, Paddy","STK","NMFC","8","4","2","0","2","0","2","1","2","1","75","Etihad Stadium","57","49",43,-52,138
"2018","2","Membrey, Tim","STK","NMFC","5","4","3","0","1","0","0","1","0","0","92","Etihad Stadium","35","34",43,-52,138
"2018","2","Newnes, Jack","STK","NMFC","12","4","8","0","0","0","0","4","2","3","88","Etihad Stadium","62","57",43,-52,138
"2018","2","Roberton, Dylan","STK","NMFC","12","4","7","0","0","0","2","4","1","2","84","Etihad Stadium","65","65",43,-52,138
"2018","2","Ross, Sebastian","STK","NMFC","12","4","11","0","0","0","6","4","0","1","85","Etihad Stadium","86","91",43,-52,138
"2018","2","Savage, Shane","STK","NMFC","15","7","11","0","0","0","1","5","0","2","86","Etihad Stadium","84","86",43,-52,138
"2018","2","Sinclair, Jack","STK","NMFC","3","2","7","0","0","0","8","2","0","0","82","Etihad Stadium","57","61",43,-52,138
"2018","2","Steele, Jack","STK","NMFC","4","2","10","1","0","0","7","2","0","1","68","Etihad Stadium","68","69",43,-52,138
"2018","2","Steven, Jack","STK","NMFC","17","5","9","1","0","0","5","3","2","0","79","Etihad Stadium","112","112",43,-52,138
"2018","2","Stevens, Koby","STK","NMFC","9","7","10","0","1","0","8","5","0","1","79","Etihad Stadium","93","98",43,-52,138
"2018","2","Webster, Jimmy","STK","NMFC","18","5","12","0","0","0","1","7","1","1","87","Etihad Stadium","84","95",43,-52,138
"2018","2","Byrne, Ciaran","CARL","GCFC","13","3","1","0","0","0","2","3","2","2","69","Etihad Stadium","58","54",67,-34,168
"2018","2","Casboult, Levi","CARL","GCFC","4","3","3","0","1","16","1","3","1","3","90","Etihad Stadium","45","40",67,-34,168
"2018","2","Cripps, Patrick","CARL","GCFC","10","2","14","1","2","0","6","3","5","2","82","Etihad Stadium","104","95",67,-34,168
"2018","2","Cuningham, David","CARL","GCFC","7","4","14","0","0","0","3","4","0","0","78","Etihad Stadium","65","73",67,-34,168
"2018","2","Curnow, Charlie","CARL","GCFC","12","6","6","2","1","1","1","2","1","1","86","Etihad Stadium","87","82",67,-34,168
"2018","2","Curnow, Ed","CARL","GCFC","19","7","19","0","2","0","10","2","2","0","84","Etihad Stadium","165","160",67,-34,168
"2018","2","Dow, Paddy","CARL","GCFC","4","1","7","0","0","0","2","1","0","0","70","Etihad Stadium","35","37",67,-34,168
"2018","2","Fisher, Zac","CARL","GCFC","9","1","9","1","0","0","8","1","0","1","74","Etihad Stadium","84","83",67,-34,168
"2018","2","Garlett, Jarrod","CARL","GCFC","8","1","3","0","0","0","3","2","1","0","73","Etihad Stadium","43","46",67,-34,168
"2018","2","Jones, Liam","CARL","GCFC","6","7","7","0","0","0","1","2","0","2","90","Etihad Stadium","58","51",67,-34,168
"2018","2","Lamb, Jed","CARL","GCFC","7","3","4","1","1","0","3","1","2","0","72","Etihad Stadium","63","59",67,-34,168
"2018","2","Marchbank, Caleb","CARL","GCFC","12","5","5","0","0","0","2","3","0","1","95","Etihad Stadium","65","66",67,-34,168
"2018","2","Mullett, Aaron","CARL","GCFC","22","6","6","0","1","0","2","7","0","1","86","Etihad Stadium","90","102",67,-34,168
"2018","2","Murphy, Marc","CARL","GCFC","16","7","14","1","0","0","3","8","2","1","93","Etihad Stadium","104","114",67,-34,168
"2018","2","OShea, Cameron","CARL","GCFC","6","2","8","0","0","2","3","6","0","3","76","Etihad Stadium","38","45",67,-34,168
"2018","2","Petrevski-Seton, Sam","CARL","GCFC","19","6","5","0","0","0","3","4","2","2","74","Etihad Stadium","97","93",67,-34,168
"2018","2","Plowman, Lachie","CARL","GCFC","12","6","5","0","0","0","2","4","2","2","97","Etihad Stadium","72","68",67,-34,168
"2018","2","Polson, Cameron","CARL","GCFC","3","0","4","0","1","0","6","2","1","1","73","Etihad Stadium","39","40",67,-34,168
"2018","2","Simpson, Kade","CARL","GCFC","22","4","7","0","0","0","1","1","2","0","94","Etihad Stadium","103","98",67,-34,168
"2018","2","Thomas, Dale","CARL","GCFC","5","4","9","0","0","0","1","2","2","0","78","Etihad Stadium","53","51",67,-34,168
"2018","2","Weitering, Jacob","CARL","GCFC","4","4","1","1","0","0","2","1","1","1","83","Etihad Stadium","44","38",67,-34,168
"2018","2","Wright, Matthew","CARL","GCFC","11","4","5","2","1","0","2","2","0","1","85","Etihad Stadium","74","73",67,-34,168
"2018","2","Ainsworth, Ben","GCFC","CARL","5","0","6","1","1","0","4","7","0","2","69","Etihad Stadium","29","44",101,34,168
"2018","2","Bowes, Jack","GCFC","CARL","9","4","6","0","1","0","3","3","3","2","77","Etihad Stadium","68","61",101,34,168
"2018","2","Day, Sam","GCFC","CARL","8","6","4","0","1","9","1","1","1","0","84","Etihad Stadium","70","65",101,34,168
"2018","2","Fiorini, Brayden","GCFC","CARL","15","4","5","0","1","0","1","4","2","0","72","Etihad Stadium","70","74",101,34,168
"2018","2","Hall, Aaron","GCFC","CARL","14","4","6","0","1","0","4","1","0","0","70","Etihad Stadium","84","83",101,34,168
"2018","2","Harbrow, Jarrod","GCFC","CARL","11","2","6","0","0","0","3","3","1","1","89","Etihad Stadium","59","61",101,34,168
"2018","2","Holman, Nick","GCFC","CARL","6","2","9","0","0","0","11","2","1","1","79","Etihad Stadium","85","84",101,34,168
"2018","2","Joyce, Jesse","GCFC","CARL","12","6","4","0","0","0","3","3","0","1","89","Etihad Stadium","71","71",101,34,168
"2018","2","Kolodjashnij, Kade","GCFC","CARL","13","3","4","0","0","0","4","5","1","0","88","Etihad Stadium","63","73",101,34,168
"2018","2","Lynch, Tom","GCFC","CARL","16","4","5","8","1","0","4","0","4","0","97","Etihad Stadium","151","139",101,34,168
"2018","2","Lyons, Jarryd","GCFC","CARL","27","2","9","1","0","0","6","4","2","1","80","Etihad Stadium","131","134",101,34,168
"2018","2","Macpherson, Darcy","GCFC","CARL","13","7","2","1","0","0","10","6","0","4","85","Etihad Stadium","99","98",101,34,168
"2018","2","Martin, Jack","GCFC","CARL","12","2","3","3","1","0","6","3","3","2","79","Etihad Stadium","93","88",101,34,168
"2018","2","May, Steven","GCFC","CARL","8","7","5","0","0","1","3","2","1","2","93","Etihad Stadium","72","63",101,34,168
"2018","2","Miller, Touk","GCFC","CARL","5","5","12","0","1","0","8","6","0","2","83","Etihad Stadium","74","81",101,34,168
"2018","2","Rischitelli, Michael","GCFC","CARL","10","4","4","0","0","0","3","3","0","1","83","Etihad Stadium","57","59",101,34,168
"2018","2","Sexton, Alex","GCFC","CARL","5","2","4","0","0","0","4","2","1","1","79","Etihad Stadium","44","43",101,34,168
"2018","2","Swallow, David","GCFC","CARL","13","5","11","0","0","0","8","1","2","1","76","Etihad Stadium","116","107",101,34,168
"2018","2","Thompson, Rory","GCFC","CARL","5","3","2","0","0","0","0","4","0","2","76","Etihad Stadium","19","22",101,34,168
"2018","2","Weller, Lachie","GCFC","CARL","3","1","11","0","0","0","2","4","0","2","86","Etihad Stadium","31","36",101,34,168
"2018","2","Witts, Jarrod","GCFC","CARL","7","2","6","0","0","48","3","1","2","1","83","Etihad Stadium","104","98",101,34,168
"2018","2","Young, Aaron","GCFC","CARL","4","2","5","1","0","0","2","3","0","0","83","Etihad Stadium","35","42",101,34,168
"2018","2","Adams, Taylor","COLL","GWS","6","2","19","0","0","0","7","6","1","3","86","Melbourne Cricket Ground","77","82",79,-16,174
"2018","2","Aish, James","COLL","GWS","14","6","9","1","0","0","4","3","2","0","90","Melbourne Cricket Ground","103","102",79,-16,174
"2018","2","Broomhead, Tim","COLL","GWS","0","0","0","0","0","0","0","0","0","0","3","Melbourne Cricket Ground","0","0",79,-16,174
"2018","2","Brown, Callum","COLL","GWS","4","1","8","0","0","0","4","0","1","0","77","Melbourne Cricket Ground","51","48",79,-16,174
"2018","2","Crisp, Jack","COLL","GWS","13","4","7","1","1","0","3","5","1","0","88","Melbourne Cricket Ground","76","85",79,-16,174
"2018","2","Crocker, Ben","COLL","GWS","10","4","1","1","1","0","0","3","3","1","85","Melbourne Cricket Ground","55","51",79,-16,174
"2018","2","Dunn, Lynden","COLL","GWS","7","5","8","0","0","0","2","1","2","0","94","Melbourne Cricket Ground","68","62",79,-16,174
"2018","2","Grundy, Brodie","COLL","GWS","7","3","13","2","0","45","3","3","5","1","94","Melbourne Cricket Ground","134","127",79,-16,174
"2018","2","Hoskin-Elliott, Will","COLL","GWS","5","4","6","1","1","0","3","4","0","0","89","Melbourne Cricket Ground","50","58",79,-16,174
"2018","2","Howe, Jeremy","COLL","GWS","19","9","8","0","0","0","2","5","3","1","86","Melbourne Cricket Ground","111","108",79,-16,174
"2018","2","Langdon, Tom","COLL","GWS","15","6","9","0","0","0","1","6","1","3","89","Melbourne Cricket Ground","76","77",79,-16,174
"2018","2","Maynard, Brayden","COLL","GWS","7","0","8","0","0","0","7","4","0","1","85","Melbourne Cricket Ground","53","62",79,-16,174
"2018","2","Moore, Darcy","COLL","GWS","4","1","2","1","0","2","2","1","1","0","43","Melbourne Cricket Ground","36","36",79,-16,174
"2018","2","Murray, Sam","COLL","GWS","11","2","9","0","0","0","0","4","0","1","88","Melbourne Cricket Ground","47","54",79,-16,174
"2018","2","Pendlebury, Scott","COLL","GWS","11","5","19","0","0","1","9","4","1","2","88","Melbourne Cricket Ground","119","118",79,-16,174
"2018","2","Phillips, Tom","COLL","GWS","21","10","11","1","1","0","2","2","1","0","95","Melbourne Cricket Ground","137","131",79,-16,174
"2018","2","Scharenberg, Matt","COLL","GWS","13","8","10","0","0","0","3","3","1","1","94","Melbourne Cricket Ground","97","93",79,-16,174
"2018","2","Sidebottom, Steele","COLL","GWS","11","6","13","0","0","0","5","5","2","1","87","Melbourne Cricket Ground","94","96",79,-16,174
"2018","2","Stephenson, Jaidyn","COLL","GWS","8","2","5","0","0","0","4","0","1","0","81","Melbourne Cricket Ground","61","57",79,-16,174
"2018","2","Thomas, Josh","COLL","GWS","9","2","11","1","2","0","2","4","0","2","85","Melbourne Cricket Ground","61","65",79,-16,174
"2018","2","Treloar, Adam","COLL","GWS","8","3","16","2","0","0","5","4","2","3","89","Melbourne Cricket Ground","94","90",79,-16,174
"2018","2","Varcoe, Travis","COLL","GWS","8","2","4","1","1","0","4","0","0","0","85","Melbourne Cricket Ground","63","61",79,-16,174
"2018","2","Cameron, Jeremy","GWS","COLL","10","9","1","3","1","0","0","7","1","3","88","Melbourne Cricket Ground","69","70",95,16,174
"2018","2","Coniglio, Stephen","GWS","COLL","16","7","11","3","0","0","3","5","2","1","90","Melbourne Cricket Ground","119","120",95,16,174
"2018","2","Corr, Aidan","GWS","COLL","5","3","2","0","0","0","2","2","0","1","79","Melbourne Cricket Ground","33","33",95,16,174
"2018","2","Davis, Phil","GWS","COLL","6","5","11","0","0","0","1","6","3","4","92","Melbourne Cricket Ground","55","50",95,16,174
"2018","2","de Boer, Matt","GWS","COLL","5","4","12","1","0","0","3","2","1","0","90","Melbourne Cricket Ground","70","70",95,16,174
"2018","2","Deledio, Brett","GWS","COLL","11","4","11","0","0","0","3","1","2","0","77","Melbourne Cricket Ground","86","81",95,16,174
"2018","2","Finlayson, Jeremy","GWS","COLL","21","6","2","0","0","0","2","3","0","1","75","Melbourne Cricket Ground","90","90",95,16,174
"2018","2","Haynes, Nick","GWS","COLL","9","5","2","0","0","0","2","1","0","0","88","Melbourne Cricket Ground","56","54",95,16,174
"2018","2","Himmelberg, Harry","GWS","COLL","3","1","3","1","2","0","1","3","1","2","91","Melbourne Cricket Ground","25","25",95,16,174
"2018","2","Kelly, Josh","GWS","COLL","13","2","6","1","0","0","15","4","1","2","87","Melbourne Cricket Ground","116","118",95,16,174
"2018","2","Langdon, Zac","GWS","COLL","8","3","5","2","0","0","1","4","1","0","65","Melbourne Cricket Ground","53","60",95,16,174
"2018","2","Lloyd, Daniel","GWS","COLL","4","1","9","1","0","0","3","2","0","1","77","Melbourne Cricket Ground","46","48",95,16,174
"2018","2","Lobb, Rory","GWS","COLL","11","5","4","0","0","20","2","11","0","4","85","Melbourne Cricket Ground","56","72",95,16,174
"2018","2","Patton, Jonathon","GWS","COLL","5","3","8","0","1","2","3","4","2","3","88","Melbourne Cricket Ground","52","48",95,16,174
"2018","2","Reid, Sam","GWS","COLL","5","3","8","0","0","0","3","2","0","0","87","Melbourne Cricket Ground","49","52",95,16,174
"2018","2","Scully, Tom","GWS","COLL","3","1","2","1","0","0","1","2","0","1","23","Melbourne Cricket Ground","21","23",95,16,174
"2018","2","Shaw, Heath","GWS","COLL","17","4","6","0","0","0","1","3","0","0","86","Melbourne Cricket Ground","74","79",95,16,174
"2018","2","Shiel, Dylan","GWS","COLL","15","2","11","0","0","0","3","4","2","2","84","Melbourne Cricket Ground","81","81",95,16,174
"2018","2","Taranto, Tim","GWS","COLL","10","1","13","0","0","0","8","3","3","1","88","Melbourne Cricket Ground","92","91",95,16,174
"2018","2","Tomlinson, Adam","GWS","COLL","13","9","10","1","0","0","1","2","0","0","88","Melbourne Cricket Ground","99","96",95,16,174
"2018","2","Ward, Callan","GWS","COLL","16","5","13","0","0","0","2","2","1","1","79","Melbourne Cricket Ground","99","95",95,16,174
"2018","2","Whitfield, Lachie","GWS","COLL","17","13","9","1","0","0","3","3","0","1","93","Melbourne Cricket Ground","130","123",95,16,174
"2018","2","Andrews, Harris","BL","MELB","8","4","7","0","0","0","2","1","2","0","96","Gabba","65","60",74,-26,174
"2018","2","Beams, Dayne","BL","MELB","9","4","7","0","2","0","5","1","1","1","81","Gabba","79","73",74,-26,174
"2018","2","Berry, Jarrod","BL","MELB","5","1","11","0","0","0","7","1","0","1","89","Gabba","66","65",74,-26,174
"2018","2","Bewick, Rohan","BL","MELB","13","5","7","1","1","0","2","0","0","0","75","Gabba","88","83",74,-26,174
"2018","2","Cameron, Charlie","BL","MELB","11","7","5","3","0","0","3","1","2","1","87","Gabba","104","93",74,-26,174
"2018","2","Christensen, Allen","BL","MELB","9","0","7","3","1","0","6","0","4","0","79","Gabba","96","88",74,-26,174
"2018","2","Cox, Cedric","BL","MELB","7","1","8","1","0","0","2","4","1","1","78","Gabba","46","52",74,-26,174
"2018","2","Gardiner, Darcy","BL","MELB","6","3","5","0","0","0","4","4","0","2","78","Gabba","44","47",74,-26,174
"2018","2","Hipwood, Eric","BL","MELB","7","3","7","1","1","0","1","1","0","0","76","Gabba","55","55",74,-26,174
"2018","2","Hodge, Luke","BL","MELB","15","3","2","0","0","0","0","4","0","1","85","Gabba","49","55",74,-26,174
"2018","2","Lester, Ryan","BL","MELB","8","2","8","0","2","0","3","4","0","2","60","Gabba","50","54",74,-26,174
"2018","2","Martin, Stefan","BL","MELB","3","0","6","0","1","35","4","3","1","2","91","Gabba","67","68",74,-26,174
"2018","2","Mathieson, Rhys","BL","MELB","10","4","5","0","0","0","7","0","4","0","76","Gabba","96","84",74,-26,174
"2018","2","Mayes, Sam","BL","MELB","7","2","6","0","0","0","2","2","0","0","86","Gabba","43","47",74,-26,174
"2018","2","McCluggage, Hugh","BL","MELB","11","2","7","0","0","0","4","2","0","0","87","Gabba","65","69",74,-26,174
"2018","2","McStay, Daniel","BL","MELB","7","4","8","0","0","0","2","3","1","0","93","Gabba","55","58",74,-26,174
"2018","2","Rayner, Cameron","BL","MELB","2","1","2","0","1","0","3","2","1","1","75","Gabba","24","24",74,-26,174
"2018","2","Robertson, Nick","BL","MELB","6","1","12","0","0","0","7","1","1","0","75","Gabba","74","74",74,-26,174
"2018","2","Taylor, Lewis","BL","MELB","13","5","10","0","0","0","5","2","0","0","91","Gabba","93","94",74,-26,174
"2018","2","Walker, Josh","BL","MELB","6","1","2","0","2","4","2","1","3","1","78","Gabba","46","39",74,-26,174
"2018","2","Witherden, Alex","BL","MELB","16","5","8","0","0","0","1","5","0","2","83","Gabba","73","77",74,-26,174
"2018","2","Zorko, Dayne","BL","MELB","11","1","9","1","2","0","11","3","3","0","82","Gabba","107","109",74,-26,174
"2018","2","Bugg, Tomas","MELB","BL","9","2","4","0","2","0","4","3","2","0","80","Gabba","58","61",100,26,174
"2018","2","Fritsch, Bayley","MELB","BL","7","3","2","2","1","0","3","0","1","0","69","Gabba","65","60",100,26,174
"2018","2","Garlett, Jeff","MELB","BL","13","5","4","4","1","0","4","2","0","0","72","Gabba","102","103",100,26,174
"2018","2","Gawn, Max","MELB","BL","2","1","8","0","0","48","1","0","1","0","87","Gabba","81","78",100,26,174
"2018","2","Harmes, James","MELB","BL","12","2","11","0","0","0","5","1","2","1","79","Gabba","89","83",100,26,174
"2018","2","Hibberd, Michael","MELB","BL","10","5","10","0","0","0","1","2","0","0","91","Gabba","68","69",100,26,174
"2018","2","Hogan, Jesse","MELB","BL","15","9","7","5","1","0","4","2","3","1","91","Gabba","145","133",100,26,174
"2018","2","Hunt, Jayden","MELB","BL","5","2","1","0","1","0","4","5","0","3","87","Gabba","27","31",100,26,174
"2018","2","Jetta, Neville","MELB","BL","5","2","7","0","1","0","3","2","0","2","79","Gabba","44","42",100,26,174
"2018","2","Jones, Nathan","MELB","BL","12","3","16","2","1","0","5","2","0","0","82","Gabba","107","110",100,26,174
"2018","2","Lever, Jake","MELB","BL","9","4","4","0","0","0","1","2","1","0","93","Gabba","52","52",100,26,174
"2018","2","Lewis, Jordan","MELB","BL","11","2","12","0","0","0","2","5","2","4","91","Gabba","64","61",100,26,174
"2018","2","McDonald, Oscar","MELB","BL","9","5","1","0","0","0","1","1","0","0","98","Gabba","50","48",100,26,174
"2018","2","Melksham, Jake","MELB","BL","9","5","9","0","3","0","3","3","0","2","76","Gabba","71","69",100,26,174
"2018","2","Neal-Bullen, Alex","MELB","BL","16","5","5","1","0","0","2","4","0","0","77","Gabba","80","87",100,26,174
"2018","2","Oliver, Clayton","MELB","BL","11","3","24","0","1","0","8","0","2","0","81","Gabba","132","125",100,26,174
"2018","2","Pedersen, Cameron","MELB","BL","4","2","2","0","0","6","3","3","0","2","70","Gabba","33","34",100,26,174
"2018","2","Petracca, Christian","MELB","BL","14","4","10","0","1","0","3","7","0","4","88","Gabba","70","75",100,26,174
"2018","2","Salem, Christian","MELB","BL","6","1","7","0","0","0","3","3","0","2","64","Gabba","39","41",100,26,174
"2018","2","Tyson, Dom","MELB","BL","12","7","10","0","0","0","6","2","1","1","79","Gabba","105","99",100,26,174
"2018","2","Vince, Bernie","MELB","BL","10","1","2","0","0","0","3","1","0","1","82","Gabba","47","46",100,26,174
"2018","2","Wagner, Josh","MELB","BL","8","3","4","0","0","0","6","1","0","1","84","Gabba","65","62",100,26,174
"2018","2","Ballantyne, Hayden","FRE","ESS","8","3","3","1","1","0","4","3","0","1","90","Optus Stadium","56","59",106,16,196
"2018","2","Banfield, Bailey","FRE","ESS","9","6","5","0","0","0","3","1","1","0","78","Optus Stadium","73","68",106,16,196
"2018","2","Blakely, Connor","FRE","ESS","19","12","11","0","0","0","1","3","0","0","76","Optus Stadium","122","119",106,16,196
"2018","2","Brayshaw, Andrew","FRE","ESS","11","3","5","0","0","0","5","1","2","1","65","Optus Stadium","78","71",106,16,196
"2018","2","Cerra, Adam","FRE","ESS","6","4","3","2","1","0","4","0","1","0","72","Optus Stadium","72","66",106,16,196
"2018","2","Crowden, Mitch","FRE","ESS","4","2","7","0","1","0","2","4","1","3","68","Optus Stadium","34","33",106,16,196
"2018","2","Fyfe, Nat","FRE","ESS","19","7","10","1","1","0","5","8","1","1","88","Optus Stadium","111","123",106,16,196
"2018","2","Hamling, Joel","FRE","ESS","4","4","9","0","0","1","2","2","0","2","95","Optus Stadium","49","45",106,16,196
"2018","2","Hill, Bradley","FRE","ESS","13","6","6","0","0","0","6","2","0","1","81","Optus Stadium","93","90",106,16,196
"2018","2","Hill, Stephen","FRE","ESS","16","3","10","1","0","0","1","5","2","0","84","Optus Stadium","81","89",106,16,196
"2018","2","Johnson, Michael","FRE","ESS","7","5","10","0","0","0","0","1","1","0","86","Optus Stadium","61","57",106,16,196
"2018","2","Langdon, Ed","FRE","ESS","10","3","3","2","0","0","2","3","0","1","85","Optus Stadium","59","62",106,16,196
"2018","2","Matera, Brandon","FRE","ESS","15","2","5","1","1","0","3","3","2","0","81","Optus Stadium","79","82",106,16,196
"2018","2","McCarthy, Cam","FRE","ESS","4","4","8","1","0","0","2","6","0","4","79","Optus Stadium","40","42",106,16,196
"2018","2","Mundy, David","FRE","ESS","13","4","9","2","2","0","2","2","1","1","87","Optus Stadium","92","89",106,16,196
"2018","2","Neale, Lachie","FRE","ESS","14","1","14","0","0","0","6","2","3","0","74","Optus Stadium","101","100",106,16,196
"2018","2","Pearce, Alex","FRE","ESS","6","4","7","0","0","0","1","2","2","0","97","Optus Stadium","52","50",106,16,196
"2018","2","Ryan, Luke","FRE","ESS","19","12","3","0","0","0","4","1","1","1","80","Optus Stadium","127","113",106,16,196
"2018","2","Sandilands, Aaron","FRE","ESS","1","0","8","0","0","31","0","5","1","3","84","Optus Stadium","38","42",106,16,196
"2018","2","Taberner, Matthew","FRE","ESS","10","4","6","4","0","10","2","5","0","2","88","Optus Stadium","85","90",106,16,196
"2018","2","Walters, Michael","FRE","ESS","13","5","13","1","1","0","8","2","4","1","81","Optus Stadium","130","120",106,16,196
"2018","2","Wilson, Nathan","FRE","ESS","20","11","3","0","1","0","2","2","0","0","82","Optus Stadium","113","108",106,16,196
